hackathon_prizes	created_at	timestamp with time zone	YES	now()
hackathon_registrations	id	uuid	NO	uuid_generate_v4()
hackathon_registrations	hackathon_id	uuid	NO	
hackathon_registrations	user_id	uuid	NO	
hackathon_registrations	team_name	character varying	YES	
hackathon_registrations	registered_at	timestamp with time zone	YES	now()
hackathon_round_results	id	uuid	NO	uuid_generate_v4()
hackathon_round_results	hackathon_id	uuid	NO	
hackathon_round_results	round_number	integer	NO	
hackathon_round_results	team_id	uuid	NO	
hackathon_round_results	quality_score	numeric	YES	
hackathon_round_results	engagement_score	numeric	YES	
hackathon_round_results	vote_score	numeric	YES	
hackathon_round_results	total_score	numeric	YES	
hackathon_round_results	rank	integer	YES	
hackathon_round_results	advanced	boolean	YES	false
hackathon_round_results	advancement_type	character varying	YES	
hackathon_round_results	prize_id	uuid	YES	
hackathon_round_results	created_at	timestamp with time zone	YES	now()
hackathon_rounds	id	uuid	NO	uuid_generate_v4()
hackathon_rounds	hackathon_id	uuid	NO	
hackathon_rounds	round_number	integer	NO	
hackathon_rounds	title	character varying	NO	
hackathon_rounds	description	text	YES	
hackathon_rounds	round_type	character varying	NO	
hackathon_rounds	mode	character varying	YES	'online'::character varying
hackathon_rounds	teams_advancing	integer	YES	
hackathon_rounds	bonus_teams	integer	YES	0
hackathon_rounds	start_date	timestamp with time zone	NO	
hackathon_rounds	end_date	timestamp with time zone	NO	
hackathon_rounds	results_date	timestamp with time zone	YES	
hackathon_rounds	weight_quality	integer	YES	50
hackathon_rounds	weight_engagement	integer	YES	30
hackathon_rounds	weight_votes	integer	YES	20
hackathon_rounds	base_idea_limit	integer	YES	3
hackathon_rounds	unlocked_idea_limit	integer	YES	5
hackathon_rounds	engagement_threshold	integer	YES	10
hackathon_rounds	status	character varying	YES	'upcoming'::character varying
hackathon_rounds	created_at	timestamp with time zone	YES	now()
hackathon_rounds	updated_at	timestamp with time zone	YES	now()
hackathon_schedule	id	uuid	NO	uuid_generate_v4()
hackathon_schedule	hackathon_id	uuid	NO	
hackathon_schedule	title	character varying	NO	
hackathon_schedule	description	text	YES	
hackathon_schedule	event_type	character varying	YES	'workshop'::character varying
hackathon_schedule	event_date	timestamp with time zone	NO	
hackathon_schedule	link	text	YES	
hackathon_schedule	created_at	timestamp with time zone	YES	now()
hackathon_submission_votes	id	uuid	NO	uuid_generate_v4()
hackathon_submission_votes	submission_id	uuid	NO	
hackathon_submission_votes	user_id	uuid	NO	
hackathon_submission_votes	created_at	timestamp with time zone	YES	now()
hackathon_submissions	id	uuid	NO	uuid_generate_v4()
hackathon_submissions	hackathon_id	uuid	NO	
hackathon_submissions	project_id	uuid	NO	
hackathon_submissions	user_id	uuid	NO	
hackathon_submissions	pitch_video_url	text	YES	
hackathon_submissions	pitch_deck_url	text	YES	
hackathon_submissions	notes	text	YES	
hackathon_submissions	status	character varying	NO	'submitted'::character varying
hackathon_submissions	judge_score	numeric	YES	
hackathon_submissions	judge_notes	text	YES	
hackathon_submissions	submitted_at	timestamp with time zone	YES	now()
hackathon_submissions	updated_at	timestamp with time zone	YES	now()
hackathon_team_invites	id	uuid	NO	uuid_generate_v4()
hackathon_team_invites	team_id	uuid	NO	
hackathon_team_invites	inviter_id	uuid	NO	
hackathon_team_invites	invitee_id	uuid	NO	
hackathon_team_invites	status	character varying	NO	'pending'::character varying
hackathon_team_invites	message	text	YES	
hackathon_team_invites	created_at	timestamp with time zone	YES	now()
hackathon_team_invites	responded_at	timestamp with time zone	YES	
hackathon_team_invites	expires_at	timestamp with time zone	YES	(now() + '7 days'::interval)
hackathon_team_members	id	uuid	NO	uuid_generate_v4()
hackathon_team_members	team_id	uuid	NO	
hackathon_team_members	user_id	uuid	NO	
hackathon_team_members	role	character varying	NO	'member'::character varying
hackathon_team_members	joined_at	timestamp with time zone	YES	now()
hackathon_teams	id	uuid	NO	uuid_generate_v4()
hackathon_teams	hackathon_id	uuid	NO	
hackathon_teams	name	character varying	NO	
hackathon_teams	description	text	YES	
hackathon_teams	avatar_url	text	YES	
hackathon_teams	leader_id	uuid	NO	
hackathon_teams	max_members	integer	YES	5
hackathon_teams	is_open	boolean	YES	false
hackathon_teams	created_at	timestamp with time zone	YES	now()
hackathon_teams	updated_at	timestamp with time zone	YES	now()
hackathon_teams	engagement_score	integer	YES	0
hackathon_teams	feedbacks_given	integer	YES	0
hackathon_teams	ideas_count	integer	YES	0
hackathon_teams	max_ideas	integer	YES	3
hackathon_teams	current_round	integer	YES	1
hackathon_teams	is_eliminated	boolean	YES	false
hackathon_teams	eliminated_at_round	integer	YES	
hackathon_teams	final_rank	integer	YES	
hackathons	id	uuid	NO	uuid_generate_v4()
hackathons	slug	character varying	NO	
hackathons	title	character varying	NO	
hackathons	tagline	character varying	YES	
hackathons	description	text	YES	
hackathons	organizer_name	character varying	YES	
hackathons	organizer_logo	text	YES	
hackathons	organizer_website	text	YES	
hackathons	banner_image	text	YES	
hackathons	theme_color	character varying	YES	'#FFD700'::character varying
hackathons	prize_pool	character varying	YES	
hackathons	participants_count	integer	YES	0
hackathons	max_participants	integer	YES	
hackathons	status	character varying	YES	'upcoming'::character varying
hackathons	is_featured	boolean	YES	false
hackathons	registration_start	timestamp with time zone	YES	
hackathons	registration_end	timestamp with time zone	YES	
hackathons	submission_start	timestamp with time zone	YES	
hackathons	submission_end	timestamp with time zone	YES	
hackathons	judging_start	timestamp with time zone	YES	
hackathons	judging_end	timestamp with time zone	YES	
hackathons	allow_team_submissions	boolean	YES	true
hackathons	max_team_size	integer	YES	5
hackathons	require_video	boolean	YES	false
hackathons	created_at	timestamp with time zone	YES	now()
hackathons	updated_at	timestamp with time zone	YES	now()
hackathons	created_by	uuid	YES	
hackathons	current_round	integer	YES	0
hackathons	format	character varying	YES	'gimme-standard'::character varying
hackathons	total_rounds	integer	YES	3
hackathons	cover_image	text	YES	
hackathons	mode	character varying	YES	'online'::character varying
hackathons	currency	character varying	YES	'VND'::character varying
hackathons	judging_criteria	jsonb	YES	'[{"name": "Innovation", "weight": 30}, {"name": "Feasibility", "weight": 25}, {"name": "Impact", "weight": 25}, {"name": "Presentation", "weight": 20}]'::jsonb
idea_search_quota	id	uuid	NO	uuid_generate_v4()
idea_search_quota	user_id	uuid	NO	
idea_search_quota	search_date	date	NO	CURRENT_DATE
idea_search_quota	searches_used	integer	YES	0
idea_search_quota	max_searches	integer	YES	5
idea_search_quota	created_at	timestamp with time zone	YES	now()
idea_search_quota	updated_at	timestamp with time zone	YES	now()
notifications	id	uuid	NO	uuid_generate_v4()
notifications	user_id	uuid	NO	
notifications	actor_id	uuid	YES	
notifications	type	text	NO	
notifications	title	text	NO	
notifications	message	text	NO	
notifications	target_type	text	YES	
notifications	target_id	uuid	YES	
notifications	read	boolean	YES	false
notifications	created_at	timestamp with time zone	YES	now()
notifications	metadata	jsonb	YES	'{}'::jsonb
pool_supports	id	uuid	NO	gen_random_uuid()
pool_supports	project_id	uuid	NO	
pool_supports	supporter_wallet	text	NO	
pool_supports	supporter_user_id	uuid	YES	
pool_supports	tx_hash	text	NO	
pool_supports	amount_usdc	numeric	NO	
pool_supports	fee_usdc	numeric	NO	0
pool_supports	treasury_wallet	text	NO	
pool_supports	confirmed_at	timestamp with time zone	NO	now()
pool_supports	created_at	timestamp with time zone	NO	now()
project_votes	id	uuid	NO	uuid_generate_v4()
project_votes	project_id	uuid	NO	
project_votes	user_id	uuid	NO	
project_votes	created_at	timestamp with time zone	YES	now()
projects	id	uuid	NO	uuid_generate_v4()
projects	author_id	uuid	NO	
projects	title	character varying	NO	
projects	description	text	NO	
projects	category	character varying	NO	
projects	stage	character varying	NO	
projects	tags	ARRAY	YES	'{}'::text[]
projects	bounty	numeric	YES	0
projects	votes	integer	YES	0
projects	feedback_count	integer	YES	0
projects	image_url	text	YES	
projects	created_at	timestamp with time zone	YES	now()
projects	updated_at	timestamp with time zone	YES	now()
projects	type	character varying	NO	'project'::character varying
projects	website	text	YES	
projects	problem	text	YES	
projects	solution	text	YES	
projects	opportunity	text	YES	
projects	go_market	text	YES	
projects	team_info	text	YES	
projects	is_anonymous	boolean	YES	false
projects	ai_score	integer	YES	
projects	slug	character varying	YES	
projects	hackathon_id	uuid	YES	
projects	hackathon_track	character varying	YES	
projects	is_verified	boolean	YES	false
projects	verified_by	uuid	YES	
projects	verified_at	timestamp with time zone	YES	
projects	pool_status	text	YES	
projects	governance_realm_address	text	YES	
projects	governance_treasury_address	text	YES	
projects	governance_receipt_mint	text	YES	
projects	support_fee_bps	integer	YES	
projects	support_fee_cap_usdc	numeric	YES	
projects	support_fee_recipient	text	YES	
projects	pool_created_at	timestamp with time zone	YES	
projects	pool_created_by	text	YES	
projects	proposal_pubkey	text	YES	
projects	pass_pool_address	text	YES	
projects	fail_pool_address	text	YES	
projects	pool_create_tx	text	YES	
projects	pool_finalize_tx	text	YES	
projects	pool_refs	jsonb	YES	
projects	final_decision	text	YES	
projects	finalized_at	timestamp with time zone	YES	
projects	total_pass_volume	numeric	YES	
projects	total_fail_volume	numeric	YES	
proposals	id	uuid	NO	gen_random_uuid()
proposals	project_id	uuid	NO	
proposals	proposer_id	uuid	NO	
proposals	title	text	NO	
proposals	description	text	NO	
proposals	status	text	NO	'pending'::text
proposals	onchain_tx	text	YES	
proposals	created_at	timestamp with time zone	NO	now()
proposals	updated_at	timestamp with time zone	NO	now()
proposals	execution_payload	jsonb	YES	
proposals	onchain_proposal_pubkey	text	YES	
proposals	onchain_create_tx	text	YES	
proposals	onchain_refs	jsonb	YES	
related_projects	id	uuid	NO	uuid_generate_v4()
related_projects	idea_id	uuid	NO	
related_projects	title	text	NO	
related_projects	url	text	NO	
related_projects	snippet	text	YES	
related_projects	source	text	YES	
related_projects	score	numeric	YES	
related_projects	is_pinned	boolean	YES	false
related_projects	pinned_by	uuid	YES	
related_projects	pinned_at	timestamp with time zone	YES	
related_projects	search_query	text	YES	
related_projects	created_at	timestamp with time zone	YES	now()
system_settings	key	character varying	NO	
system_settings	value	jsonb	NO	
system_settings	description	text	YES	
system_settings	is_active	boolean	YES	true
system_settings	updated_at	timestamp with time zone	YES	now()
system_settings	updated_by	uuid	YES	
transactions	id	uuid	NO	uuid_generate_v4()
transactions	tx_hash	character varying	NO	
transactions	from_wallet	character varying	NO	
transactions	to_wallet	character varying	NO	
transactions	amount	numeric	NO	
transactions	type	character varying	NO	
transactions	project_id	uuid	YES	
transactions	comment_id	uuid	YES	
transactions	user_id	uuid	NO	
transactions	status	character varying	YES	'pending'::character varying
transactions	created_at	timestamp with time zone	YES	now()
user_ai_credits	id	uuid	NO	uuid_generate_v4()
user_ai_credits	user_id	uuid	NO	
user_ai_credits	free_interactions_remaining	integer	YES	3
user_ai_credits	paid_credits	integer	YES	0
user_ai_credits	total_interactions_used	integer	YES	0
user_ai_credits	last_reset_at	timestamp without time zone	YES	now()
user_ai_credits	updated_at	timestamp without time zone	YES	now()
user_announcements	id	uuid	NO	uuid_generate_v4()
user_announcements	user_id	uuid	NO	
user_announcements	type	character varying	NO	
user_announcements	title	character varying	NO	
user_announcements	message	text	NO	
user_announcements	reference_type	character varying	YES	
user_announcements	reference_id	uuid	YES	
user_announcements	action_url	text	YES	
user_announcements	action_label	character varying	YES	
user_announcements	priority	character varying	YES	'normal'::character varying
user_announcements	is_read	boolean	YES	false
user_announcements	is_dismissed	boolean	YES	false
user_announcements	created_at	timestamp with time zone	YES	now()
user_announcements	read_at	timestamp with time zone	YES	
user_announcements	expires_at	timestamp with time zone	YES	
user_announcements	metadata	jsonb	YES	'{}'::jsonb
user_daily_usage	id	uuid	NO	uuid_generate_v4()
user_daily_usage	user_id	uuid	NO	
user_daily_usage	usage_date	date	NO	
user_daily_usage	idea_views	integer	NO	0
user_daily_usage	ai_questions	integer	NO	0
user_daily_usage	created_at	timestamp with time zone	NO	now()
user_daily_usage	updated_at	timestamp with time zone	NO	now()
user_pinned_projects	id	uuid	NO	uuid_generate_v4()
user_pinned_projects	idea_id	uuid	NO	
user_pinned_projects	pinned_by	uuid	NO	
user_pinned_projects	project_title	text	NO	
user_pinned_projects	project_url	text	NO	
user_pinned_projects	project_description	text	YES	
user_pinned_projects	created_at	timestamp with time zone	YES	now()
users	id	uuid	NO	uuid_generate_v4()
users	wallet	character varying	YES	
users	username	character varying	NO	
users	bio	text	YES	
users	avatar	text	YES	
users	reputation_score	integer	YES	0
users	social_links	jsonb	YES	'{}'::jsonb
users	last_login_at	timestamp with time zone	YES	
users	login_count	integer	YES	0
users	created_at	timestamp with time zone	YES	now()
users	updated_at	timestamp with time zone	YES	now()
users	balance	numeric	YES	0
users	email	text	YES	
users	auth_provider	text	YES	
users	auth_id	text	YES	
users	needs_wallet_connect	boolean	YES	false
users	role	character varying	YES	'user'::character varying
users	cover_image	text	YES	
users	followers_count	integer	YES	0
users	following_count	integer	YES	0
users	slug	character varying	YES	
users	is_banned	boolean	YES	false
users	plan_tier	character varying	NO	'free'::character varying
users	plan_expires_at	timestamp with time zone	YES	
users	ideas_count	integer	NO	0
users	projects_count	integer	NO	0
users	feedback_count	integer	NO	0
users	tips_received_count	integer	NO	0
users	likes_received_count	integer	NO	0
users	votes_received_count	integer	NO	0
